proveedor,algoritmo,k_o_grupos,silueta_gower,davies_bouldin,calinski_harabasz,n_grupos,pct_ruido,ari_vs_modalidad,ari_vs_cuartil_presupuesto,entropia_tamanos,cobertura,base_aleatoria,base_modalidad,descalificado,motivos_descalificacion,segundos,notas
P2,Jerárquico (average),8,0.4218338131904602,0.9412280742864594,445.3326837667585,8,0.0,-0.13524796345252055,0.00044989629728385175,0.3314053843415687,100.0,-0.02786439098417759,0.08373367041349411,True,entropía de tamaños 0.331 < 0.5,0.26,
P2,Jerárquico (average),9,0.41979944705963135,0.8898474621285773,390.2468647272197,9,0.0,-0.13524060189779918,0.00045209233392152804,0.31430017731810134,100.0,-0.037560585886240005,0.08373367041349411,True,entropía de tamaños 0.314 < 0.5,0.27,
P2,Jerárquico (average),10,0.4201320707798004,0.8666640254134574,368.2675530316473,10,0.0,-0.13588908373009204,0.00042960873833463036,0.30691911225190155,100.0,-0.048949554562568665,0.08373367041349411,True,entropía de tamaños 0.307 < 0.5,0.29,
P2,K-Medoids (PAM),3,0.2988949120044708,1.5667193767079006,947.525707558371,3,0.0,-0.04407383092836409,0.0022929277738381144,0.818081647677732,100.0,-0.003803954226896167,0.08373367041349411,False,,0.13,FasterPAM
P2,K-Medoids (PAM),4,0.2486172914505005,2.0092260288297314,694.4882185237531,4,0.0,0.17852265620192623,0.0013425831501960618,0.9061113063359802,100.0,-0.02131405659019947,0.08373367041349411,False,,0.15,FasterPAM
P2,K-Medoids (PAM),5,0.2693761885166168,1.868654947828108,673.9412135669928,5,0.0,0.15431196220401175,0.0011010996667226022,0.848217821753409,100.0,-0.03872617334127426,0.08373367041349411,False,,0.15,FasterPAM
P2,K-Medoids (PAM),6,0.24861189723014832,1.7138793839204285,645.5876852650476,6,0.0,0.09129381182517672,0.11224446165045586,0.913155451946487,100.0,-0.025583287701010704,0.08373367041349411,False,,0.19,FasterPAM
P2,K-Medoids (PAM),7,0.25937551259994507,1.6647643940768184,588.8387275308135,7,0.0,0.13356148259704242,0.06295412268770435,0.9249456666534032,100.0,-0.03477594256401062,0.08373367041349411,False,,0.2,FasterPAM
P2,K-Medoids (PAM),8,0.26470446586608887,1.4260550572362203,704.9360336932323,8,0.0,0.1160754781644606,0.1254754383155602,0.9125204760095829,100.0,-0.02786439098417759,0.08373367041349411,False,,0.13,FasterPAM
P2,K-Medoids (PAM),9,0.2520619332790375,1.5230309212461457,582.6477753939139,9,0.0,0.11334106731215554,0.11970221188216419,0.913831442693875,100.0,-0.037560585886240005,0.08373367041349411,False,,0.16,FasterPAM
P2,K-Medoids (PAM),10,0.2651170790195465,1.3359744419954624,711.8717436086226,10,0.0,0.09925660522105909,0.10980760477183212,0.9172756141995104,100.0,-0.048949554562568665,0.08373367041349411,False,,0.13,FasterPAM
P2,DBSCAN/HDBSCAN,6,0.3486178517341614,1.2675394415554375,521.6645234303744,6,24.4,0.6570531563169385,0.022665245657632248,0.764283980709086,75.6,-0.025583287701010704,0.08373367041349411,True,cobertura 75.6 % < 85.0 %,0.0,HDBSCAN(paquete hdbscan) mcs=30
P2,Gaussian Mixture,3,0.18860119581222534,3.0218032763510236,640.5477173863757,3,0.0,0.10281184830890928,0.002154778633270153,0.6105727440947512,100.0,-0.003803954226896167,0.08373367041349411,False,,0.04,"BIC=-156,792"
P2,Gaussian Mixture,4,0.18859358131885529,2.953284644906722,485.5449677391161,4,0.0,0.12207581578666521,0.014014789678566363,0.7181727512071744,100.0,-0.02131405659019947,0.08373367041349411,False,,0.05,"BIC=-215,385"
P2,Gaussian Mixture,5,0.16524019837379456,2.5865579253772055,401.7454763990942,5,0.0,0.39135253217829064,0.011691857501518008,0.839374665983272,100.0,-0.03872617334127426,0.08373367041349411,False,,0.08,"BIC=-228,988"
P2,Gaussian Mixture,6,0.19906871020793915,2.1205525673377252,507.6386622768684,6,0.0,0.39284602165508986,0.024802568987731935,0.7487387464955899,100.0,-0.025583287701010704,0.08373367041349411,False,,0.06,"BIC=-263,444"
P2,Gaussian Mixture,7,0.21487736701965332,2.0528249692895915,450.7042367749401,7,0.0,0.4608492582823555,0.02252149254133273,0.7438067473265862,100.0,-0.03477594256401062,0.08373367041349411,False,,0.09,"BIC=-287,923"
